survey_name,librarian_comments,region,locality,elementary_school,middle_school,high_school
Comments About Age-Appropriateness,Reviews and personal observation,Pacific,Suburban,1,0,0
Comments About Age-Appropriateness,Reviews and sometime reading the text,Mountain,Rural,0,1,1
Comments About Age-Appropriateness,"Reviews from more than one source, and gut reaction to content.",Midwest,Rural,0,1,0
Comments About Age-Appropriateness,Reviews from multiple sources. Age of characters.,Midwest,Suburban,0,1,0
Comments About Age-Appropriateness,"Reviews from multiple sources: SLJ, Booklist, Hornbook. AND I also read many, many books to determine for myself",Midwest,Suburban,1,0,0
Comments About Age-Appropriateness,"Reviews from School Library Journal, VOYA and other professional children's book reviewers. If a book is on the edge, I will try to obtain a copy from another library or borrow it from someone and read it before putting it into the collection. Also, if a book is on the edge, I take into consideration our community's views regarding controversial subjects and if the book is of significant literary (or other) merit.",Mountain,Suburban,0,1,0
Comments About Age-Appropriateness,Reviews in library journals,South Central,Rural,0,1,0
Comments About Age-Appropriateness,"Reviews in professional journals- School Library Journal, Kirkus, Horn Book, etc. If they all or the majority say the level is high school, then I avoid purchasing that book for my middle school. If the journals have varying levels listed, then I read the book before purchasing.",South Central,Urban,1,1,0
Comments About Age-Appropriateness,"Reviews in SLJ, Voya and online",Northeast,Rural,0,0,1
Comments About Age-Appropriateness,"Reviews like Horn Book, SLJ, if I still can't tell I will attempt to preview the book or put it out on the PSLA listserve for networking support from within our state and local community of school librarians.",Northeast,Suburban,1,1,0
Comments About Age-Appropriateness,Reviews mostly.,Pacific,Small Town,1,1,0
Comments About Age-Appropriateness,"Reviews mostly. Sometimes I get the book from the public library and read it myself to decide. If characters are older, sexually active, drinking, using drugs, I pass. I have grades k-8.",Midwest,Urban,1,1,0
Comments About Age-Appropriateness,Reviews my school population guidelines by vendors peer reviews in journals,Northeast,Urban,0,1,1
Comments About Age-Appropriateness,Reviews or by reading it myself and then using my judgement,Midwest,Suburban,0,0,1
Comments About Age-Appropriateness,Reviews posted on Follett Titlewave.,South Atlantic,Small Town,0,1,0
Comments About Age-Appropriateness,Reviews that tell me if book is for teens or adult book for teens. Books have to have been reviewed in a school level library journal and not be a negative one.,South Atlantic,Rural,0,0,1
Comments About Age-Appropriateness,"Reviews, blogs from other librarians, reading the actual book myself before ordering it.",Northeast,Urban,1,1,1
Comments About Age-Appropriateness,"Reviews, Book Summaries, Reviewers and Vendors Interest Level recommendations, when in doubt, I read the book.",South Central,Suburban,1,0,0
Comments About Age-Appropriateness,"Reviews, content. How an issue is presented. The amount of detail.",Mountain,Urban,0,1,1
Comments About Age-Appropriateness,"Reviews, conversations with colleagues, and my own response to the book.",Northeast,Suburban,0,1,0
Comments About Age-Appropriateness,"Reviews, descriptions, recommendations, publisher suggestions.",South Atlantic,Rural,1,0,0
Comments About Age-Appropriateness,"reviews, lists, and vendors recommended age level",South Central,Urban,1,0,0
Comments About Age-Appropriateness,"Reviews, reading it, talk to other librarians.",Northeast,Suburban,0,0,1
Comments About Age-Appropriateness,"Reviews, reading, previous books by authors, poll of fellow high school librarians.",N/A,Suburban,0,0,1
Comments About Age-Appropriateness,"reviews, recommendations from peers, age level set by the publisher, reading it myself",Midwest,Suburban,1,0,0
Comments About Age-Appropriateness,"reviews, sometimes I read it myself",South Atlantic,Small Town,0,1,0
Comments About Age-Appropriateness,"Reviews. Age appropriateness, as set by School Library Journal and other reviewers.",Pacific,Rural,1,0,0
Comments About Age-Appropriateness,Reviews. Familiarity with the publisher and author.,Northeast,Suburban,0,0,1
Comments About Age-Appropriateness,"Reviews; use of strong language, detail of sexual, violent, crime content; illustrations that students may not handle in a mature manner",Midwest,Rural,1,1,1
Comments About Age-Appropriateness,Scan the internet for title reviews,Northeast,Suburban,0,1,0
Comments About Age-Appropriateness,"School Library Journal, Booklist, and if I have read it personally.",South Central,Suburban,0,1,0
Comments About Age-Appropriateness,"Several different ways. Reading myself, using Renaissance Learnings interest leveling, reviews, etc.",South Central,Small Town,1,0,0
Comments About Age-Appropriateness,"Since I work in an elementary school, I would not purchase a book with sexual content, drug use, violence or most things controversial. I do not purchase books about the reproductive system or sex education, since that is covered in Family Life Education classes.",South Atlantic,Suburban,1,1,0
Comments About Age-Appropriateness,"Since I work with elementary students only, I do not acquire material using offensive language, detailing sexual encounters, or glorifying the use of alcohol or leisure drugs. I also consult the school district's psychologists to check on books including suicide.",Canada,Suburban,1,1,0
Comments About Age-Appropriateness,"Situations are age appropriate, language is at a level they can understand, that there is no gratuitous sex, vulgar language or violence. The what happens in the book is realistic to the subject matter.",Canada,Urban,1,1,0
Comments About Age-Appropriateness,"SLJ and other reviews and age recommendation of the publisher. Teacher recommendations, online blogs about using certain books in specific lessons, personally reading the book.",Pacific,Urban,1,1,0
Comments About Age-Appropriateness,Some aspect of the story and/or situation has to be relate able to the ages being served in the school.,Northeast,Small Town,0,1,0
Comments About Age-Appropriateness,"strictly a judgement call, based on who our students (K-5) are, where they are maturity-wise and how they process information. I also do buy books that I will allow older students to check out but not younger students.",Pacific,Suburban,1,0,0
Comments About Age-Appropriateness,Students will request many titles. I will ask them if they think that it is appropriate for the middle school library. They are usually honest. Reliable book review journals and websites help in the decision.,Midwest,Small Town,0,1,0
Comments About Age-Appropriateness,Subject matter,South Atlantic,Rural,0,1,0
Comments About Age-Appropriateness,Subject matter appropriate for K-4 grade. Also reading reviews,Northeast,Small Town,1,0,0
Comments About Age-Appropriateness,"Subject matter, book reviews, lexile rating",Northeast,Small Town,0,1,0
Comments About Age-Appropriateness,"Subject matter, language, trusted book reviews",Northeast,Small Town,1,1,0
Comments About Age-Appropriateness,"Subject matter, reading level.",Northeast,Suburban,0,0,1
Comments About Age-Appropriateness,"Subject matter, reviews from a variety of librarian magazines or journals.",Northeast,Suburban,0,1,0
Comments About Age-Appropriateness,"Subject matter, vocabulary, characters in novels, explanatory nature, etc.",Northeast,Suburban,0,0,1
Comments About Age-Appropriateness,Suggestions made by reviewers and personal opinion based on summaries and reviews.,South Central,Urban,0,1,0
Comments About Age-Appropriateness,The age and behavior of the books main characters and the reading level. If the book is about adults I usually don't purchase it regardless of the reading level.,South Central,Rural,0,0,1
Comments About Age-Appropriateness,The age of the characters is often a consideration: adult characters dealing with adult situations may not be appropriate.,Northeast,Small Town,0,0,1
Comments About Age-Appropriateness,The age of the main characters.,Northeast,Suburban,0,1,0
Comments About Age-Appropriateness,"The best way to determine is to read it myself; however, it is not possible for me to read every book--so, I look at a lot of reviews.",Mountain,Suburban,0,0,1
Comments About Age-Appropriateness,"The first factor is the rating with any review I may read. After that, it's just a matter of feeling out the tricky space where pre-teens exist, and balancing what they want with what they can handle.",Northeast,Suburban,1,0,0
Comments About Age-Appropriateness,The level designated on the jobber site. Read selections of the book. Reviews are not as reliable as they had previously been.,South Central,Small Town,0,0,1
Comments About Age-Appropriateness,"The reading level and the content. Language, sexual situations, drug or alcohol usage",Pacific,Suburban,1,0,0
Comments About Age-Appropriateness,"The reading level, the grade level and potentially sensitive areas put out by the sellers.",Midwest,Small Town,0,1,0
Comments About Age-Appropriateness,The recommendations from book reviews.,Pacific,Small Town,0,0,1
Comments About Age-Appropriateness,"This is such a dilemma for me as my age group spans from immature 6th grader to mature 8th grader. I read the reviews provided by Follett's Titlewave, and for the most part, try to stick with known authors, and award winners. I farm out some titles to teachers who are willing to read and give feedback. Sometimes I check out a website called Common Sense Media for their comments. With such a small budget, we are forced to rely on books earned through the annual Scholastic Book Fair. I have to count on their reputation to make good choices for us. After all this, I purchase, and say a little prayer!",Midwest,Rural,0,1,0
Comments About Age-Appropriateness,"This is very difficult for a high school as ages span teens into early adulthood (18). I try to have a broad selection that span in appeal, topics, and difficulty to address the needs/wants of all my patrons.",Midwest,Suburban,0,0,1
Comments About Age-Appropriateness,"To determine if a book is age appropriate I will look at the suggested interest level, reading level, read the synopsis of the book, and look for reviews. I also check to see if any of the other schools in my district own this book and at what level - elementary, middle, or high school.",Northeast,Suburban,1,0,0
Comments About Age-Appropriateness,Topic and depth of descriptive narrative,South Central,Small Town,0,0,1
Comments About Age-Appropriateness,"Topic, age of main characters, choices made by characters, how explicit sex/violence is, amount of profanity and to what degree",Northeast,Suburban,0,1,0
Comments About Age-Appropriateness,Topics brought up in the book/story ... are they relevant to the age range at my school?,Mountain,Urban,0,1,0
Comments About Age-Appropriateness,"try and read reviews, especially what non-professionals say about a book, such as those on amazon, and goodreads.",South Central,Urban,0,0,1
Comments About Age-Appropriateness,Try to check to recommended age/interest level on at least a couple of websites.,Midwest,Rural,1,1,0
Comments About Age-Appropriateness,Typically from book reviews and/or ask someone who has read it,Midwest,Suburban,0,0,1
Comments About Age-Appropriateness,"Use multiple book reviews, actually read books that might be border-line ""too-old"" such as books marketed to adults. I work at a middle school",Pacific,Urban,0,1,0
Comments About Age-Appropriateness,Use of book reviews and reading the book,Northeast,Small Town,0,1,1
Comments About Age-Appropriateness,"Use reviews, personal recommendations or concerns from colleagues, read it myself.",Northeast,Suburban,1,0,0
Comments About Age-Appropriateness,Use SLJ or similar texts look at reading levels and recommended age level etc.,Midwest,Suburban,1,0,0
Comments About Age-Appropriateness,Use the professional reviewers recommendations,South Atlantic,Urban,1,1,0
Comments About Age-Appropriateness,Using book reviews in SLJ and in Sneak Peek in Alexandria,South Atlantic,Suburban,1,1,0
Comments About Age-Appropriateness,Using respected reviews from School Library Journal and Horn Book.,Northeast,Suburban,1,0,0
Comments About Age-Appropriateness,Usually by use of strong vulgar language and sexual content,Northeast,Small Town,1,1,0
Comments About Age-Appropriateness,"Usually, reviews or by reading the book myself.",Northeast,Small Town,1,1,0
Comments About Age-Appropriateness,Utilize multiple resources/reviews.,South Atlantic,Suburban,0,1,0
Comments About Age-Appropriateness,"Various reviews, summaries, and subject matter.",Canada,Suburban,1,1,1
Comments About Age-Appropriateness,"very specific to the students at my school content, descriptions, illustrations, language often will read the book and not rely on reviews and blurbs",South Central,Suburban,1,1,0
Comments About Age-Appropriateness,"We begin with peer reviews, then go to authors' notes & comments and young adults' reviews. When we're not sure we try to read the book ahead of purchase but may purchase then read the book and make a final determination based on our own knowledge of our student population & community.",Pacific,Urban,0,0,1
Comments About Age-Appropriateness,We look at the reviews and at the content. We are a middle school that serves grades 7-9. Are students read beyond their years often with the encouragement of their parents. I would say that the content that stops us the most if it the sexuality is over the top for this age group. We recently decided against a few graphic novels because of the inference to rape and the full frontal nudity which is even more impactful in a graphic novel. We take controversial issues under consideration when it is overtly biased and/or there is not a representation of the other side.,Pacific,Urban,0,1,1
Comments About Age-Appropriateness,"Weighing one or a variety of the following: professional reviews, my own reading of the material, comparison with our current collection, popularity among our patron population, asking the opinion of patrons who have read the material",Midwest,Suburban,1,1,0
Comments About Age-Appropriateness,"Well, since I have only 'non-selected' two books in my eight years here, I obviously interpret age appropriateness quite broadly. Among our 11- to 14-year-old students, we have enormously wide reading and interest level ranges, so I feel that pretty much gives me carte blanche to select as broadly as fits our students' diverse needs. I feel a strong responsibility to represent as many interests, levels, groups, cultures, minorities, genders, sexualities, etc. as possible and try to do so while roughly following the bell curve of popular interest books. Funny story: we have a strong collection of books about sex including ""How Sex Works"", ""What's the Big Secret"", ""Sex, Puberty, and All That Stuff"" and many more, and I keep them on a shelf that allows a reasonable amount of privacy. Plus, the book spines and shelf have matching blue dots to make them easy for the students to find and for my library assistant and me to re-shelve Every. Single. Day. :) The sex books constantly get stashed and hidden in various other nooks--hey--maybe I should GPS tag them! Anyway, here's the funny part: every school year, during the first few months, the sixth graders gradually discover these books. For the last few years, I've had an amazing number of sixth graders, mostly boys, running over to me, very upset, complaining about the sex book section! ""Did you know there are books about s-e-x over there, Mrs. B?"" ""Why are they there?"" ""I think you should get rid of those!"" Okay, now for the mistakes. I have a high school and college background and have a tendency to over-estimate my students' reading and interest levels. Any time I really blow it, I just send those books up to the local high school where the students will get 4 more years to consider them.",Pacific,Rural,0,1,0
Comments About Age-Appropriateness,What I feel is appropriate for the age,Midwest,Suburban,1,1,0
Comments About Age-Appropriateness,"Writing level, content, interest, reviews, requests",Northeast,Suburban,1,0,0
Comments About Book Challenges,"A book on terrorism was challenged by a student because the cover showed a pic of Middle Eastern people. He hadn't read it but I gave him the book challenge form, but it never came back. Just as I suspected, he was more interested in creating a stir that actually doing something about it.",Northeast,Urban,0,0,1
Comments About Book Challenges,A community read book (selected by another librarian in district) was challenged by a parent in my building. I had to provide evidence that book was age-appropriate (commonsense media) and reviewed well. Book was Hoot by Hiaasen and it was challenged due to language - ass damn,Northeast,Small Town,1,1,0
Comments About Book Challenges,"A kindergarten student took out a book on terrorism but thought it was about fire fighters because of the fire on the front. The parent called and asked why her child would've been allowed to take this book. I explained that it had slipped by in error and yes, it should not have been checked out to her young child. I do not censor titles but I do believe in age appropriateness and do not allow children to take out books that are not age appropriate.",Canada,Small Town,1,1,0
Comments About Book Challenges,"A parent asked that we remove all goosebumps and similar books from the library. I explained the process for challenging a book. I also explained that they had the right to limit what their child could read, but not what other children could read. They did not go forward with the challenge.",Canada,Urban,1,1,0
Comments About Book Challenges,"A parent brought a challenge directly to our principal over the title ""L8R, G8R"" by Lauren Myracle. We had TTYL & TTFN also on the shelves and the books were consistently and extremely popular with 6th grade girls. I bought the 3rd book based on the series popularity without having read the book, and by the reviews. I then read the book and agree that it was not appropriate for middle school. However, I believed and still do that the other two books are fine for our school library. The principal supported the parent in requesting all 3 books be removed. My English teachers privately agreed with me, but didn't object the principal's decision.",Pacific,Small Town,0,1,0
Comments About Book Challenges,"A parent brought concerns about a book to the principal. A meeting was held with myself, principal, district representatives and the parent. We thought she would go through the formal challenge procedure. Instead she went to the Media (print & TV) to try to get the book banned. She felt this was her parental mission - to protect ALL students from this book. She never filed the paperwork and left the district. Administration asked that I remove the book from elementary to prevent any further problems. I acquiesced.",Mountain,Urban,1,1,0
Comments About Book Challenges,"A parent came in and wanted the book Wicked : the life and times of the wicked witch of the West : a novel, by Gregory Maguire taken off the shelf because of its content. I received information from my principal about a committee that was being formed to make the review. I read the book and made detailed notes on everything I thought she could object to. She came in to find out the particulars and I told her that in order for the challenge to go forward, one of the stipulations by the district review process was that she had to read the entire book so she could see the ""problems"" in the context of the whole book. She was unwilling to do that, so the challenge was dropped and the book stayed on the shelf. I have a sign in my library that very plainly states that there are all kinds of books on the shelves and it is up to the readers and their parents to decide what is best for them. I also sometimes use a little shoe store analogy with students who question my choice of books. When you go to a shoe store, do you throw away every pair of shoes you take off the shelf and don't like? No, you put them back and pretty soon someone will come along who likes those shoes.",Mountain,Suburban,0,0,1
Comments About Book Challenges,"A parent challenged the book ""Out of the Dust"", stating that it was too violent for her fourth grade student. The challenge was settled by the site level review committee. Reference was made to a former BOE decision on a challenged book that was a result of mediation. The parent did not appeal to the next level (district level review committee). Her student finished the year at our school and, subsequently, was transferred to private school.",South Central,Suburban,1,0,0
Comments About Book Challenges,"A parent challenged ""The Golden Compass,"" claiming I would turn all the children into atheist. I assured her that was not going to happen and explained it was her right as a parent to tell her child what they could read but not the books in my library. She didn't read the book and never pursued the challenge. I did speak with my admin so they knew what was going on.",Northeast,Suburban,0,1,0
Comments About Book Challenges,"A parent objected to her daughter borrowing So Hard to Say by Alex Sanchez based on reading the jacket copy. I explained my policy of including books that reflect our school community; she denied the existence of homosexuals in the school community. We have gay staff members, children of gay parents, and children who are gay or questioning, as is the main character in So Hard to Say. The school board president read the book, CCBC provided reviews and support materials. It was the first time anyone else read the library selection policy. The book is still in our collection.",Midwest,Urban,1,1,0
Comments About Book Challenges,A parent objected to the book Aimee. She did not read the book. Her objection was really about the cover on the book. The model did not appear to have clothes on (wrapped in a sheet) and it implied a sexual story line.,Midwest,Rural,0,1,1
Comments About Book Challenges,"A parent talked to me about the book Swim the Fly has a blurb on the cover about boys wanting to see a naked girl. It was a Abe Lincoln award nominee at the time so it was on display. I asked her if she had ever read the book and she said she had not. I told her that I had and although the boys do have that as a goal it doesn't work out the way that they thought it would (they see naked older people) and by the end of the book the protagonist matures and learns to value girls for more than just their looks. The cover is designed to get boys to read the book, but the book itself has a positive message and I invited her to read it. I also asked her if she wanted to make a formal challenge. We talked some more and she decided to drop the matter.",Midwest,Suburban,0,0,1
Comments About Book Challenges,A parent told me that I should remove a book because it contained nude images of fairies... She did not seem open to discussion on the subject so I removed the book for the duration of her visit and then replaced it on the shelf. End of story.,Pacific,Suburban,1,1,0
Comments About Book Challenges,A parent told me that she and her boys were listening to an audiobook in the cart and she didn't feel it was appropriate for their age level. I had read the book so I informed her that the book was not for her boys but was appropriate for an older audience. I told her to read reviews before she borrowed audiobooks or any book to know the target audience.,Northeast,Suburban,1,1,0
Comments About Book Challenges,A situation where a middle school parent objected to her foster child borrowing a book relating to teenagers and sex. She wanted the book to not be a part of the collection. I suggested that the choice of this book might be a good opportunity for conversation that the student could find useful - if not with the foster parent than with someone else.,Northeast,Small Town,0,1,0
Comments About Book Challenges,"A student checked out Speak by L.H. Anderson for a book report and her mother made her bring it back and get something else, and suggested the book be removed from the library. I did not remove it from the library. There was another book years ago that a parent challenged for bad language. Because it wasn't that great of a book anyway, and was old and not being checked out very often at all, I just removed it and didn't think twice about it.",Midwest,Small Town,1,1,0
Comments About Book Challenges,"A teacher aid complained about the vampire books in the collection, 58 out of over 17,000. This number included vampire bats, the ""Twilight"" series, and ""Bunnicular"". There processes ended in the library's favor after a full title review by administration and teachers from a different school. After 8 years I have had 3 challenges, Two in favor of the library, and one I agreed with the parent, the book was written for a more mature age group than the middle school.",Midwest,Rural,0,1,0
Comments About Book Challenges,"A teacher questioned the appropriateness of The Da Vinci Code in the collection, saying it countered her religious beliefs and was blasphemous. Asked if we had religiously controversial titles such as Satanic Verses (we do). Used the materials selection policy to validate selections. No formal challenge was made, though I offered the option of placing one.",Canada,Urban,0,0,1
Comments About Book Challenges,"A teacher thought Shrek by William Steig was inappropriate because the ogres are described as ugly. I regretfully did not add a book about a transgender child because ""our community is not ready for that,"" and I serve at the whim of a board of trustees made up predominantly of parents.",South Atlantic,Suburban,1,1,0
Comments About Book Challenges,"A volunteer did not notice the restricted label on a book and checked out a book to a 2nd grader that had mature content and language. The student's mother was very upset and asked for the book to be removed (""It has no place in a Catholic School!"") and wanted to know how books were selected. I explained that her daughter should never have had the book, and that it was marked for 6-8th grades. I also explained that books were chosen based on professional reviews, curriculum considerations.This mother has not pursued the issue, but has asked that her daughter's books be screened. I plan to present a Collection Development Policy along with a Materials Challenge form to my administrator soon.",Midwest,Suburban,1,1,0
Comments About Book Challenges,"A wordless book by Mercer Mayer. ""Children showing disrespect to parents.""",Midwest,Suburban,1,0,0
Comments About Book Challenges,"Again, I don't buy a book just because it contains something, nor do I exclude it just because it does. So yes, some books that others might take issue with - for whatever reason - sometimes don't get the nod. I have finite resources. I take reviews into account for most purchases, but certainly not all. I purchase all books on our HS state reading lists, regardless of content.",South Central,Urban,0,0,1
Comments About Book Challenges,Age appropriateness is a tough thing in middle school where some students are more mature than others but yet might not be ready to read high school material. It's tough to balance appropriateness with not censoring.,Northeast,Suburban,0,1,0
Comments About Book Challenges,"All too often lately I have shied away from purchasing a book because SLJ reviews it for grade 10 and up, while several other review sources say it's appropriate for younger ages -- sometimes much younger. Occasionally when I read the book for myself I agree, but usually I have a hard time seeing what makes something ""grade 10 and up"" as opposed to ""grade 9 and up.""",Mountain,Urban,0,1,1
Comments About Book Challenges,"Almost Perfect by Brian Katcher A parent bypassed the in place reconsideration form and sent 20 annotated pages of the book ( with underlined offensive content AND the reasons she believed it was inappropriate) to every member of the school board and superintendent without discussing the matter with me first. The board immediately required a committee set up (the next day--without giving time for the committee to read the book). The committee, consisting of the principal, a teacher, two parents and myself, decided to keep the book. When the parent was unhappy with the outcome, a district committee was formed. They decided to move the book to the high school. As a result, my superintendent wanted a list of ""all of the books that could be considered controversial"". I told him that my list would include every book in the collection, because someone might find any book offensive. I also said the book at the top of the list would be the Bible. We compromised, he insisted on permission slips to check out ""mature content"" books.",Midwest,Suburban,0,1,0
Comments About Book Challenges,"Although they're not required in our selection process, I do read and rely on professional review, particularly School Library Journal, Hornbook, and BookList, although I read others as well. I particularly pay attention to the grade level recommendations. I have the most trouble deciding on books recommended for grades 5-8, knowing that 2nd graders are going to pick them up to read too. I do wish that reviewers would warn about profanity, as that's something even my students come and tell me they're uncomfortable with. Often I haven't been aware of it until that happens.",South Atlantic,Suburban,1,0,0
Comments About Book Challenges,"An upper school student didn't think a particular book was appropriate for middle school students. It wasn't a formal challenge, just a conversation that made the hair on the back of my neck stick up!",Pacific,Urban,0,1,1
Comments About Book Challenges,And Tango Makes Three-- I Love My Anteater with an A by Dahlov Ipcar Junie B. Jones and a Little Monkey Business The Raven by Gerald McDermott,Northeast,Suburban,1,0,0
Comments About Book Challenges,"At different school--parent had personally experienced sexual harassment and objected to inclusion of a book that included a suggestion of a rape in it (the text was not explicit, only a suggestion of the possible action in a tunnel.)",Pacific,Urban,1,1,0
Comments About Book Challenges,"Because we are private religious school, I sometimes have to refrain from buying books that might be too controversial for the student and parent body. I often try to replace it with something less controversial but on the same topic.",Northeast,Suburban,0,0,1
Comments About Book Challenges,"Believe it or not, the book that was challenged wasn't for content but rather for age. The back of the book stated for ages 10+ and a parent questioned why it was required reading for a tenth (ages 15-16) grade ELA class I was teaching. The book was Harris and Me by Gary Paulsen. The protagonists remind me of Tom Sawyer and Huckleberry Finn, and the novel is simply a lot of fun and drama in a coming of age story. There's a bit of language and semi-adult situations, but totally innocuous considering today's teens.",South Atlantic,Urban,0,0,1
Comments About Book Challenges,Book challenge was handled in house. I think the main publishing houses are too controlling of the content of the books we buy.,Mountain,Rural,0,1,1
Comments About Book Challenges,Book challenged years ago on: High school-- Snow Falling on Cedars and Tree of Red Stars due to sexual content; the cover of a book with a gun on it. Elementary school--challenge on a poetry book that had a person throwing a boy out a high rise; Bone series because the character went into a bar and requested a beer; swear words in a book a 2nd grader checked out;,Pacific,Rural,1,0,1
Comments About Book Challenges,"Both book challenges initiated by parents were dropped when I called the parent, listened to her complaints, clarified that she certainly had the right to keep her student from reading any book she thought was unsuitable, explained further that her challenge would mean the book would be removed from the shelf, making it unavailable for other students, talked further about reasons why I and other library media professionals thought the book appropriate for this collection. After our conversations, I sent out the required School District paperwork, which requires challenging parties to read the book. They chose not to pursue the challenge further.",South Atlantic,Urban,0,0,1
Comments About Book Challenges,"Both of my experiences were actually requests for consideration that didn't up escalating to a formal challenge. One was The Queen of Cool by Cecil Castellucci, and the other was This One Summer by Mariko and Jillian Tamaki. Both requests were from 6th grade parents (youngest grade level on my campus), and both went to the principal 1st. I read both books, thought they were probably a little mature for 6th grade, but definitely saw the value in having them in the collection for older students. I explained to parents why they were important to have in the collection, but understood their concerns (language, drug/alcohol use, sexual situation). I put a YA sticker on them, and now if 6th grade students want to check out those books they have to have parent permission. Both were satisfied with that solution and did not wish to take the issue further.",South Central,Suburban,0,1,0
Comments About Book Challenges,Cut - parent thought it was a manual for girls looking for a way to act out or get attention...,Midwest,Suburban,0,1,0
Comments About Book Challenges,"Earlier in my career a parent challenged a paperback book that had a picture of a girl riding a horse on the cover. As the 3rd grade girl liked horses she borrowed the book. There was a scene in the book describing the girls breasts bouncing while she was riding the book. The parent was reading the book with the student and was distrubed by this passage. As I had not purchased the book for the library, and I believe it was a donation before I began my position, I decided to delete the book from the collection. It wasn't great literature anyway.",Northeast,Suburban,1,0,0
Comments About Book Challenges,Grandparent challenged the book Little Rabbit Foo Foo stating main character was a bully. Book was reviewed by a panel of educators at the district level and was returned to the shelf.,Mountain,Urban,1,1,0
Comments About Book Challenges,"Graphic novel...This One Summer...many students were returning it complaining of content. Attempted to discuss ...did they notice the difference in the way the character responded to the female and males in text etc...no go ...couldn't get past the strong language...mention of topics like blow jobs...etc Finally one student and her parent had brought the text in with sticky notes on all the pages with strong language, mention of porn, and the male sexual conversations. There were more than 25 sticky notes. She was offered the proper paperwork etc. During review I was able to convince them how this text really speaks to some students even though I myself was surprised by the highly controversial material for our ages. It is a book that begs analysis with peers but so many of our students found it offensive and I respect the desire to draw the line...The reviews DID NOT GO far enough in sharing about the controversial content for middle school students to inform my purchase. I bought 2 copies and am disappointed with the purchase. Sorry wrote this quickly",South Central,Small Town,0,1,0
Comments About Book Challenges,"Having an administrator refuse to let me purchase several books because he didn't approve of their content is not an official challenge as defined by our selection policy. I tried as professionally as I could to change the administrator's mind, but the ""pre-censorship"" still occurred.",Midwest,Small Town,1,1,1
Comments About Book Challenges,Help us out by giving more reliable information in book reviews. We would like to know if it contains questionable material. We are located in a conservative Christian community and know we are not alone in desiring higher standards in YA literature.,South Central,Small Town,0,0,1
Comments About Book Challenges,"I address the issue of reading level vs. content with my students.......... both those who are restricted from our junior high section and those who are allowed to use it. We discuss 'bad language' in books (why does the character use it -- is this normal? -- why is it 'bad' and would you use it) ; 'mature' content in books ( why is it included -- how do you view it) ; historical fiction vs. historical fact vs. historical viewpoint; science books, etc = do you laugh because it is funny or uncomfortable ? do you only laugh in a group or actually sit by yourself and laugh at scientific info? Discussing this up front has greatly reduced the number of complaints I've received.",South Central,Suburban,1,1,0
Comments About Book Challenges,I am in the midst of one. Waiting to see if the parent calls back or goes further with his concerns that we add warning labels to books.,Midwest,Suburban,0,1,0
Comments About Book Challenges,"I am the coordinator of librarians in my county so I have info from other schools as well: 1. The book ""Flowers in the Attic"" (which was purchased by the previous librarian and in the collection for many years) was challenged when I worked at a middle school. It, however, was not an official challenge because our administration does not follow the School Board approved challenge policy and just pulls books off the shelves if a parent objects. :( It was removed and I sent it to the high school. 2. This year a parent complained about sexual content in a book called ""Mostly Good Girls"". The school serves grades 6-12. A middle school aged student had checked it out. The principal called me at home, since I am the ""head"" librarian, to fuss about the book (I do not work in that building); he took the book and it disappeared. That school has a policy that if a book is recommended as YA a spine label is attached so ""only"" high schoolers can check it out and it not allowed for middle school students. This book was YA in the reviews but the label was not affixed to it. Once again the challenge policy was not followed. 3. A parent at an elementary school complained that the giant in ""Jack and the Beanstalk"" gets drunk. All copies of the book were pulled from the library shelves in our entire county. SIGH Once again the challenge policy was not followed. 4. A student drew a gang symbol on his hand in middle school. He told the principal he saw it in a library book. The principal came to me and made me take every book off the shelves that related to gangs (even ones that tried to deter kids from joining). It turned out that the student actually saw it in a Guinness Book of World Records article related to the largest gangs or something like that. Once again the challenge policy was not followed. Can you tell we live in a small rural conservative area? I am often afraid I might lose my job because of books I purchase, especially, here at the high school where I now work. The content for this age level is much more mature than it was 2-3 decades ago when most of the administration and I were in school. So frustrating!",South Atlantic,Rural,0,0,1
Comments About Book Challenges,"I am the Library Technology Teacher in an urban, alternative high school now. When I was the LTT in elementary school, a parent challenged The Slave Dancer by Fox that a teacher was using for whole class instruction. We asked the parent to fill out a created form. the parent eventually asked that her child didn't read the book, instead made another choice.",Mountain,Urban,1,1,1
Comments About Book Challenges,"I am very careful with book selection, spending hours and hours reading both print and on line sources. I do buy urban fiction with somewhat explicit sexual content, but I had to draw the line at 50 SHADES as inappropriate for a public high school. I told students who asked that they could get it at their local public library. I have never had a book challenged, but I feel I could justify most, if not all my selections. I will occasionally choose not to purchase a book it I feel it is too YOUNG for my readers, although I do purchase Hi-LO books for struggling or relectant readers.",Northeast,Urban,0,0,1
Comments About Book Challenges,I believe that there should be books for every child in every situation but I must be cognizant of parent's wishes at all times in my elementary school. For ex: GLB topics or extreme racial violence for elementary students should be introduced within the family unit.,Midwest,Suburban,1,0,0
Comments About Book Challenges,"I buy picture books for my high-school to use for various subject areas. I decided not to purchase ""The Day the Crayons Quit"" because there was only one skin tone... we serve a diverse population of both native born, newcomers from over 30 countries, as well as our own Indigenous/First Nations students.",Canada,Suburban,0,0,1
